comment_id,author,text,published_at,likes,is_reply
UgxARb25pPnpU5Bd-fB4AaABAg,@diegoreina279,"Vine de nuevo a ver este video solo para publicar que ahí esta su pedazo de mrk , vendido , que es mas uribista que la misma paloma !!  que nadie los había enredado y Falseado tan rápido como este payaso !!",hace 8 días,2,False
UgyR86jLYNWJiReIoqp4AaABAg,@andresmorales511,Ese hpta quería con este capítulo ganar votos y lo logró a chupar bolas de la derecha que asco,hace 8 días,4,False
Ugx6beUSKxVjxJOsnU94AaABAg,@erickcamilolinareshh2335,"Está bien que escuchen a todos si el canal viniera manejando tinte político y bueno hibiesen invitando a varios antes de sacar eso, pero honestamente se vieron muuuuy utilizados!! Porwie eso hizo Oviedo utilizarlos como canal de difusión a la comunidad que tiene este canal que muy seguramente no comulga con las posturas de un man como Oviedo! Que hay que reconocer  es bastante inteligente y se acomoda a todos siendo el mayor oportunista, espero haya sido bastante billlete porque el
De vendieron ( que obvio tampoco está mal) por que ninguno aquí se las va a dar u eso paga muchas cosas, pero si manosearon el canal! Y vi en las redes de camilo Sánchez que el domingo de elecciones dijo que le iba a dar el voto y para alguien que en todo este tiempo se ha caracterizado por ser implacable con los falsos discursos y ha criticado duro las cagadas de los gobiernos incluyendo el actual aunque impulsó en la campaña pasada ( lonque habla bien de personas con criterio ) pero en esta la verdad le faltó ser más crítico, insisto aquí nadie se puede meter en su economía porque las deudas no se pagan con mensajes, pero si no dejen manosear el canal ya que muchos los seguimos por posturas claras y firmes",hace 8 días,2,False
UgyHfekRtUwaEysaZXV4AaABAg,@clord01,Cepeda si deberia estar con ustedes fue muy buen capitulo,hace 8 días,1,False
UgwEU2iJ_pqNWyGQtyB4AaABAg,@jeremor999,QUE VERGÜENZAAA 👎🏽👎🏽👎🏽👎🏽👎🏽,hace 8 días,2,False
UgyoLxyKeUB6bNPUEjx4AaABAg.AUGYgNT_2elAUGYxa5Kltg,@sebastianrojas2392,La gente descerebrada se mata por politica,hace 8 días,0,False
UgwYMEtZgHz-h5Ml9PJ4AaABAg,@marpatvalsua9722,oviedo es mas uribestia que la paloma,hace 8 días,3,False
Ugxx7bhcfAseXNB8yFx4AaABAg,@Alejogreen3,Desde Bogotá verdolaga pirooos 🟢⚪🟢⚽👑 severo capítulo fútbol en paz!!,hace 8 días,0,False
Ugw_RKxNK0U7Ifz0O-94AaABAg,@zeryozero,Felicidades. Le acaban de lavar la cara a el paraco y sus amigos.,hace 8 días,2,False
UgwKjn7s4JxfyofTnbJ4AaABAg,@armandoquintero7070,Sacan el capítulo 2 días antes de las elecciones .. que decepción como le hicieron campaña a Oviedo fórmula Vice presidencial de Paloma (la de Uribe) …,hace 8 días,20,False
UgySDF7xtEEmHT38dv94AaABAg,@TURCO3TINTA,Malparidos haciendo lle publicidad a un man del centro democrático ! Que triste,hace 8 días,3,False
UgxQS3HL-BMKQrCE75V4AaABAg,@LADYCAROLINAACOSTANUMPAQUE,❤EMIR es un amor 😊,hace 8 días (editado),0,False
UgyfWM8L904RmrzfNc54AaABAg,@LADYCAROLINAACOSTANUMPAQUE,"El hombre es uribista, siempre vota por la  derecha, Daniel Coronel ya lo evidenció en su investigación entonces muy respetuosamente digo que para muchos NO  ES CANDIDATO PARA PRESIDENTE MÁS AHORA QUE SE UNE A PALOMA VALENCIA.",hace 8 días,6,False
UgwjL5WJ8GWPXYUVHt54AaABAg,@Melee55,Fácilmente el peor capítulo de la ventana. Se vio la ignorancia política que tienen y lo fácil que le comen cuento a políticos de quinta como Oviedo que obviamente se sabía era un derechoso con solo investigar 5 minutos.,hace 8 días,3,False
UgwXGBCzMTGiq_pEktN4AaABAg,@TURCO3TINTA,Ya salió del clóset la rata esta !! Malaparido,hace 8 días,0,False
UgxSUFLYNSYAyAckjQR4AaABAg,@manuelfernandez2788,Deberían invitar a cepeda porque dudo que la tigresa se suba ahí,hace 8 días,1,False
UgznR-sSRlGODcCKX7N4AaABAg,@sergiogonzalez2996,Quiero más Uribistas en por la ventana 🎉👏🏻,hace 8 días,2,False
UgwKnw4ceNJB7Wv7-ER4AaABAg,@angelvge,"Neeeeh que mierd4, se dejaron aceitar ese qlo por la derecha… la doble moral iniciar el video con un corto de Garzón ??? Coman mucha de la que limpiaron en ese video… VEEENDIDOS, a ver cuantos de derecha los siguen",hace 8 días,1,False
UgwokczG3DGTzOqmEH94AaABAg,@MemoQezta-q1e,"36:13 entonces enfermos y brutos 😂🤣😅

el Sánchez, pero si Yo voté por él!

ahhh, pero si soy enfermo 😅🤣😂",hace 8 días,0,False
Ugw2SEQ3wNUKsdtHEQ94AaABAg,@fernandosanchez7127,El vídeo que mando a Oviedo a ser formular de paloma:,hace 8 días,437,False
UgyvxSY9PCQdHqBZX3B4AaABAg,@rancionitroxido,"Bueno, esos voticos se los agradece papá Uribe",hace 8 días,2,False
UgwH9qw5J2h361maAWV4AaABAg,@michellebuccelicruz227,"Que buen capitulo, ojala en Colombia se pudiera hablar de política así siempre, sin faltarse el respeto, sino desde el dialogo.... Pero igual votaremos por Cepeda.!!",hace 8 días,0,False
Ugzp_PDkU5YcmcGZkzp4AaABAg,@ericamolina5521,Uribista enclosetado...,hace 8 días,0,False
UgxLobe01bIgsOu1dGJ4AaABAg,@jayy45667,Oviedo hpta que se volteo,hace 8 días,0,False
UgzLaldGurDyEqOWoi94AaABAg,@juliangonzalez6170,Puro disfraz y aliado con los narcos y paracos de este país,hace 8 días,0,False
UgwLvKGYbem-9sATZuF4AaABAg,@juanjorestrepo6035,Cómo nos dejamos meter este ganso ciego ome gonorrea ome,hace 8 días,0,False
UgwKjn7s4JxfyofTnbJ4AaABAg.AUGUS8zbdzqAUJjGqUO3Gj,@Guevaramorandrea,"Sí, completamente de acuerdo. Les faltó poner ""publicidad política pagada"" por la ventana se vendió y feo... Y uno apoyándolos",hace 7 días,3,False
UgwKjn7s4JxfyofTnbJ4AaABAg.AUGUS8zbdzqAUNx82U_YS2,@christiamconde9760,​ @Guevaramorandrea  si deberian decir eso antes en de ver esa porqueria,hace 5 días,1,False
UgwKjn7s4JxfyofTnbJ4AaABAg.AUGUS8zbdzqAUMd_RAfhZW,@lauraanaisrojasvega7728,No creo que haya sido por venderse pero muy obtusos al publicar esto justo antes de elecciones,hace 6 días,1,False
Ugw2SEQ3wNUKsdtHEQ94AaABAg.AUGTOy-9AKCAUInP2suz_Y,@oldblue1346,Debería decir : publicidad política pagada !,hace 7 días,50,False
Ugw2SEQ3wNUKsdtHEQ94AaABAg.AUGTOy-9AKCAUIQwmvbsPI,@digarop,Discapacitados mentales. Con razón el Mago parece inteligente al lado de ellos 😅,hace 7 días,0,False
Ugw2SEQ3wNUKsdtHEQ94AaABAg.AUGTOy-9AKCAULaYU3Fr37,@andresfeliperodriguez8618,Por la derecha podcast,hace 6 días,31,False
Ugw2SEQ3wNUKsdtHEQ94AaABAg.AUGTOy-9AKCAURW2trzShz,@castav5340, @andresfeliperodriguez8618  uffff se volverían top,hace 4 días,0,False
Ugw2SEQ3wNUKsdtHEQ94AaABAg.AUGTOy-9AKCAUIsxsI4ikU,@homeroaddams3434,"Así de mediocre cree usted que es el nivel de conocimiento politico de los que ven este programa?

Tan fáciles de influenciar cree ud que son que unos minutos fueron suficientes?",hace 7 días,10,False
Ugw2SEQ3wNUKsdtHEQ94AaABAg.AUGTOy-9AKCAUIwzC1rA_1,@Manadet-u9o,"​ @homeroaddams3434 definitivamente sí. Hay gente que no tiene conocimiento teórico ni convicciones políticas, que un solo video de un candidato comportándose ""chévere"" basta para condicionar su voto",hace 7 días,30,False
Ugw2SEQ3wNUKsdtHEQ94AaABAg.AUGTOy-9AKCAULGjSB7ZP8,@estebanbenavides6087,"​ @homeroaddams3434 si, hasta sanchez pidió la consulta y voto por este man, porque también lo tramo con el cuento que hipoteco la casa jajaja",hace 6 días,2,False
Ugw2SEQ3wNUKsdtHEQ94AaABAg.AUGTOy-9AKCAUJfnnAIYEy,@sk8blues,​ @homeroaddams3434 pues obvio pendejo,hace 7 días,0,False
Ugw2SEQ3wNUKsdtHEQ94AaABAg.AUGTOy-9AKCAULcRqh_2DJ,@ManiasToonz,Le hicieron propaganda a los que menos tienen y supuestamente vienen a salvarnos 😢,hace 6 días,4,False
Ugw2SEQ3wNUKsdtHEQ94AaABAg.AUGTOy-9AKCAULu2g2b-UO,@user-qu4st3bq2k,"No se por que hay tanta gente que no puede simplemente disfrutar el video y ya reir que es el objetivo, en lugar de eso se toman muy personal todo lo que escuchan, solo disfruten el video y ya",hace 6 días,5,False
UgyzzdZp_rV1XpLYBIF4AaABAg,@sk8blues,"Terminar haciendole campaña a un perro falso de estos... Pffffff  eso sí hace reír, deberían invitar a cabal o a polopolobpata que le ayuden a mejorar su imagen política",hace 8 días,2,False
UgzPyehD8DdRstbuAG94AaABAg,@andres2535,tanta vaina para saber que es un uribista,hace 8 días,0,False
UgwfH6kHR6vCbT2sTqJ4AaABAg,@cr-js6pr,regalados meros peos,hace 8 días,0,False
UgyqBotY07cuzHjedqh4AaABAg,@paolaromero4219,Noo muchachos! Me parece muy feo como se la montan por gay :( hay mejores chistes que eso,hace 8 días,0,False
UgzQPiU1j3PtQ-v-wJ94AaABAg,@jeffersonalvarezguzman4819,Deberían de bajar el vídeo y subirlo después de las elecciones para no darle visibilidad al facho ese...,hace 8 días,1,False
UgxearZ_wN6o-SkrtgV4AaABAg,@SebastianCarreño-f4b,Que mal invitado.,hace 8 días,2,False
UgxmKc0GGDsjeOPbqXx4AaABAg,@nancycastro4518,Confieso que es la primera vez que veo s estos tres locos solo por qué el invitado fue Oviedo!👏🏻💯,hace 8 días,0,False
Ugxfl8fDzdcGmTMQ_CB4AaABAg,@MemoQezta-q1e,18:58 hay un chiste sobre tener un presidente mrk... qué si nos van a dar por el * qué lo hagan los expertos 😅🤣😂 pero pilas pues...,hace 8 días,0,False
UgyLf3OUhn_ot8pVTPh4AaABAg,@paolaromero4219,"Oviedo a diferencia de el capitulo con pipe bueno, si hizo el trabajo. Que personaje tan simpático. Se puso a limpiar baños!!! Tiene mi respeto",hace 8 días,0,False
UgwLn-dnzJup5spxysF4AaABAg,@MemoQezta-q1e,17:17 ese Sánchez 😂🤣😅,hace 8 días,0,False
UgxPQ090B2img_Cj1PJ4AaABAg,@Ronald2-lv1le,"Es mi impresión o esto fue publicidad política pagada?, justo antes de la consulta.",hace 8 días,2,False
Ugylit1_zgqI8dT9u-d4AaABAg,@armando2692,"Creo que esta entrevista le sirvió mucho a oviedo, ahora resulta que se unió a Paloma es definitivamente el caballo de troya del uribismo",hace 8 días,0,False
UgzF_XYPmFTa3eZuZCB4AaABAg,@jammergrajales7598,"Como les quedó el ojo a los que por ver este simple video le generó tanta empatía que dijeron ayyy sii este man no genera odios es un bacan jaja ese hp lo que es es un uribista con piel de oveja , pero uds con 1 hora  de este capitulo ya apoyaron a semejante pelele …",hace 8 días (editado),0,False
UgzYU0wXupcoHTo5alZ4AaABAg,@Ozmukata,Que falta de respeto colocar de intro a semejante personaje tan importante en un capítulo en el cual le hicieron campaña a un facho disfrazado de centro izquierda... PUBLICIDAD POLÍTICA PAGADA... 🤮🤮🤮🤮🤮🤮🤮🤮,hace 8 días,24,False
Ugwp3h-GQSdPEgJNo_V4AaABAg,@ximenittagg,trío de pendejos tan bobos! Y tienen el descaro de poner a Garzón en la intro del video.,hace 8 días,5,False
UgzLHSSq2gQ5E5ME5El4AaABAg,@juanfelipebarrios188,Lo más triste y frustrante es que hayan usado a Jaime Garzón….,hace 8 días,1,False
UgyumVjOVQm-NKy8Cud4AaABAg,@jennypaolanavarretepachon3064,Gracias a este capitulo muchos como yo votamos por oviedo .... Pero hoy nos arrepentimos y punto...... SOLO CEPEDA EN ESTA MONDA.,hace 8 días,0,False
Ugxix53Y9JeZJrM7GKl4AaABAg,@hectorhuertas3888,próxima invitada Paloma Valencia😅,hace 8 días,1,False
UgwnBhIBsYhd4oh90I54AaABAg,@alexanderpinzon3308,"Oviedo es más de derecha  Q el propio Uribe. Engaña Bobos . 
Solo cepeda en esta MONDA...!!!",hace 8 días,1,False
UgxXaN3C8n7-QVyM8dB4AaABAg,@nayelyrios5922,mk lo que más me asombra es toda la gente que votó por el SOLO POR ESTE VIDEO y ahora están arrepentidos,hace 8 días,1,False
UgzYU0wXupcoHTo5alZ4AaABAg.AUGQB9yPVTEAUGiQfTcJsb,@nadainteresanteporhacer2865,La verdad si re triste,hace 8 días,1,False
UgzYU0wXupcoHTo5alZ4AaABAg.AUGQB9yPVTEAUGvkKkqGJA,@larrycapija4037,Échese pomada cucho,hace 8 días,1,False
UgwjfIbSd7FvoM9bfZ94AaABAg,@nancycastro4518,"Limpiar esos baños,que asqueroso!😮",hace 8 días,0,False
UgxNv2H6SswljohsDIR4AaABAg,@joseantoniorodriguez9456,Bastante gracioso 12.03.26 😂😂,hace 8 días,0,False
UgyF9JW9iIEcSi062OR4AaABAg,@CompumasterColombia,"Por respeto a la memoria de Jaime Garzón deberían eliminar ese video y las demás publicaciones donde usan su imagen para darle visibilidad a Juan Daniel Oviedo. Garzón fue un símbolo de la crítica al poder y de las luchas democráticas en Colombia, no un recurso de marketing para posicionar candidaturas que hoy terminan alineadas con la derecha. Mantener ese contenido publicado no solo es incoherente, también es una falta de respeto con su legado y con quienes seguimos defendiendo las causas que él representó.",hace 8 días,1,False
Ugxah6ui9FR1jNyZY6F4AaABAg,@CompumasterColombia,"Por respeto a la memoria de Jaime Garzón deberían eliminar ese video y las demás publicaciones donde usan su imagen para darle visibilidad a Juan Daniel Oviedo. Garzón fue un símbolo de la crítica al poder y de las luchas democráticas en Colombia, no un recurso de marketing para posicionar candidaturas que hoy terminan alineadas con la derecha. Mantener ese contenido publicado no solo es incoherente, también es una falta de respeto con su legado y con quienes seguimos defendiendo las causas que él representó.",hace 8 días,1,False
UgwWI9EpMDPQX8Cw9sF4AaABAg,@Tusasamon,Cepeda presidente mi papacho like en la monda y la mala para los enfermos vendidos,hace 8 días,2,False
UgwlarG38cMl_lPJcqV4AaABAg,@Tusasamon,Todos los que vean este comentario sepan que ve vendieron. Por vistas y por plata seguro les tiro la liga  necesitan plata pa los medicamentos de los enfermos es entendible Pero cepeda presidente mi papacho,hace 8 días,1,False
Ugw8lhWaB-Ths5tavaB4AaABAg,@DavidUribeLaverde,Por la ventana haciéndole campaña al Uribism9,hace 8 días,1,False
UgzElE2XRpyHwqHVrh54AaABAg,@lauraximena-9,Inviten a Claudia 🤣,hace 8 días,0,False
Ugy_06IyNWO5yK8tuvF4AaABAg,@nicolasllanostejada141,"Ahí está el resultado…. Oviedo para la vice y la palomita para presi. Nuuuuu… ahora si a limpiar esa cagadi74.  Hahahahha 
Buena muchachos, que siga la luz y el éxito brillando en ese camino. 
En el Darién, Lago Calima los espero pa’ unas frías y un tabaco. 
Buenas historias para contar.",hace 8 días,1,False
Ugxx-TcvMQyf86D-rp94AaABAg,@camiloavila4269,"Bueno si llevan a ese uribestia, para cuándo a Iván cepeda?",hace 8 días,9,False
UgzFt5Fq5iLgZAmjPhF4AaABAg,@CompumasterColombia,"Lo que hicieron es profundamente irrespetuoso con la memoria de Jaime Garzón y con la lucha del progresismo en Colombia. Usar su imagen para darle visibilidad a Juan Daniel Oviedo y presentarlo como una opción “moderada” no es un detalle menor: es apropiarse de un símbolo de la crítica al poder para ayudar a posicionar una narrativa que hoy termina revelándose falsa. Garzón representaba la denuncia del establecimiento y del uribismo, no el marketing político para blanquear candidaturas que luego terminan alineadas con la derecha. Ese tipo de contenidos terminan confundiendo a muchos jóvenes y siendo funcionales a estrategias que buscan debilitar el proyecto de cambio en el país.",hace 8 días,3,False
UgxMtxyPaeilxks5C-l4AaABAg,@informaticainedci8010,"Lo que hicieron es profundamente irrespetuoso con la memoria de Jaime Garzón y con la lucha del progresismo en Colombia. Usar su imagen para darle visibilidad a Juan Daniel Oviedo y presentarlo como una opción “moderada” no es un detalle menor: es apropiarse de un símbolo de la crítica al poder para ayudar a posicionar una narrativa que hoy termina revelándose falsa. Garzón representaba la denuncia del establecimiento y del uribismo, no el marketing político para blanquear candidaturas que luego terminan alineadas con la derecha. Ese tipo de contenidos terminan confundiendo a muchos jóvenes y siendo funcionales a estrategias que buscan debilitar el proyecto de cambio en el país.",hace 8 días,3,False
UgwSisMikGf-E-QqdIV4AaABAg,@informaticainedci8010,"Lo que hicieron es profundamente irrespetuoso con la memoria de Jaime Garzón y con la lucha del progresismo en Colombia. Usar su imagen para darle visibilidad a Juan Daniel Oviedo y presentarlo como una opción “moderada” no es un detalle menor: es apropiarse de un símbolo de la crítica al poder para ayudar a posicionar una narrativa que hoy termina revelándose falsa. Garzón representaba la denuncia del establecimiento y del uribismo, no el marketing político para blanquear candidaturas que luego terminan alineadas con la derecha. Ese tipo de contenidos terminan confundiendo a muchos jóvenes y siendo funcionales a estrategias que buscan debilitar el proyecto de cambio en el país.",hace 8 días,2,False
UgxRWXGlyygCAZbbMNZ4AaABAg,@fabianhenaocordoba9858,"Tanta m que habló, para salir corriendo a ser el Vice del partido de Uribe, uno de los más corruptos del país.",hace 8 días,2,False
UgzOP_jF1RQcDJ4897p4AaABAg,@andresfelipebautistarico2719,"Parce si que chimba , pero tengan conciencia que por ustedes oviedo sera vice presidente",hace 8 días,0,False
UgylyYNb0IgXIFPoZ7d4AaABAg,@sanmi_music,Poner a Garzón en una propaganda de derecha 🤡🤡🤡.,hace 8 días,13,False
UgxoFNtDQMolWrb0nLV4AaABAg,@paulacastaneda98,"ese man es muy bruto, como se va a unir a paloma????????????????''",hace 8 días,0,False
Ugw5wOGCaFhTf0t_VL14AaABAg,@andresd9757,Y al final este capítulo estuvo peor que el de la pvta del Santa Fe o la pvta que recogieron en España la cagaron parceros; ahora salen a decir que son solo chistes …. 😢,hace 8 días,0,False
Ugwcm_PBH1jT3p8-yBx4AaABAg,@baranz11i,"El cagazooo q se pegaron con esté impresentable de Oviedo ad Portas de unas elecciones los va perseguir por siempre... Q decepciónantes... Q la plata no les haga el olvidar los orígenes, patos",hace 8 días,1,False
Ugx1qrLgZblL1NKk1ch4AaABAg,@reysombi,No creo que los uribistas de Pura cepa voten por oviedo jajaj,hace 8 días,1,False
UgzOIG44JnbaSmDcl6h4AaABAg,@dianamendez3426,Jajajjaja ahora q sentirás los que votaron por Oviedo pensando que no era uribista 😂😂🤡🤡 el que es nunca deja se serlo  hasta a ustedes los convencieron,hace 8 días,0,False
UgwIwNdblJBJK7LDGll4AaABAg,@felipeariza5452,"Se vendió de centro , pero se alió con la derecha, bien lo han dicho el pueblo quiere dignidad y dudo que la tenga con el CD manejando nuevamente la presidencia",hace 8 días,0,False
Ugw8_JBgQfpKIbZQ4bB4AaABAg,@AlejandrosagaSaga,Este si es vivo vino les dio la entrevista y les quitó miles de votos jaja más vivo que santos 😂,hace 8 días,0,False
Ugz7CXamVN_3wIV2IcR4AaABAg,@Натали-з6ю,"JAJAJAJAJAJJAJAJAJAJAJJAJAJAJAAJAJAJJAJAJAJ 51:13 malp4rido emir , lo amo XD",hace 8 días,0,False
Ugx1_NpRPYNlIiVRoZd4AaABAg,@alexanderperez238,"Uy no papi Paila, ahora sí muy suaves, y me la pueden vender de escuchar los puntos de vista y lo que quiera pero ustedes saben que le fue mala que sea el vicepresidente de Paloma",hace 8 días,1,False
UgwXa178JSNVP8o_PR54AaABAg,@sergioandres1224,"Bien hecho buena esa, no sabíamos que ustedes eran de la extrema derecha haciéndole campaña a este hijueputa hoy en día vicepresidente de lo que más odiamos en la vida gracias por ayudarle y hacerle campaña. Hps",hace 8 días,3,False
Ugw-o-jqd1ESFVc7T714AaABAg,@MagoBogota,Que tristeza como en pocos días le dió un giro a la afinidad que muchos colombianos sentíamos por él 😢,hace 8 días,7,False
UgwlMfhPmbEGY0D6GVd4AaABAg,@davidquintero194,"Eso terminaron subiendo a un uribista al carro, perdieron un suscriptor",hace 8 días,2,False
UgwO1V4xOxEEAUFsQ9h4AaABAg,@sanmi_music,"Que peligroso son los influenciadores en estos tiempos... Por la ventana le dió mucha exposición a un candidato de derecha. O muy inocentes-bobos o les pagaron bien.
Lo minimo que dberían hacer para equilibrar la balanza y ser neutrales es montar a los otros candidatos.",hace 8 días,3,False
UgyVamGX_Bzft_tnVHF4AaABAg,@javiercardenas7681,"Ese Oviedo se los paso por los 🥚 🥚 menos mal era del centro, del Centro Democratico🐷 ahora fórmula de la ultra derecha🤣 1hr escuchando la carreta de ese man😞",hace 8 días (editado),1,False
UgycJAtn9odVR8wt-KV4AaABAg,@ricardofranco647,Un invitado uribista!!😮,hace 8 días,0,False
UgxE98oCwaprKk7hyYd4AaABAg,@danielapatino2532,los dejaré de seguir 😢,hace 8 días,0,False
UgzGHj4M36KooNq7ec14AaABAg,@danielapatino2532,"Chicos Gracias por darle tantos votos al centro democrático, ustedes creo que la han cagado",hace 8 días,2,False
UgyMOwVuzw0qRcRe3h94AaABAg,@KullstagrändNynäshamn,"Hicieron parte de ese fiasco, le dieron pantalla a un man que se vendía “imparcial” y al final se le arrodilló al condenado. Mal por la propaganda política que se le dio porque de no haber subido este video 24 horas antes de la consulta, ese man no hubiese tenido tantos votos…. Igual, mírese por donde se mire, no podemos dejar que el país caiga de nuevo a la misma m@3rda de siempre, que la dignidad siga siendo un principio y no un privilegio en nuestro amado platanal. Ese mk no podía aliarse con los que han jodido el país por más de 200 años, siempre la misma gente con los mismos… mal por Oviedo y por la ventana por darle tanta exposición a una persona que se vendió. Pecaron por inocentes",hace 8 días,1,False
UgwzwJ17rv5gJuWQe654AaABAg,@karenc.2474,Resultó facho 😔,hace 8 días,0,False
UgyZnF6ez74UdlPdVml4AaABAg,@gbz93,Ya viste lo que hiciste Camilo??? Le diste votos al dotor Uribe!!! Mal!,hace 8 días,1,False
Ugzq0VvZ5NNRfj_Zit54AaABAg,@hectorhuertas3888,"este man si la cagó, me imagino todos los que le dieron el voto pensando que iba a ser algo diferente y quedaron como🤡",hace 8 días,35,False
UgyId-BFgmub2441HIV4AaABAg,@19JCRueda33,En un acto de caballerosidad deben bajar este video de youtube,hace 8 días,1,False
UgwmiDDaxJWOLLIIt4Z4AaABAg,@19JCRueda33,Arrodillados cancelados,hace 8 días,0,False
Ugy_jJLr3vZs47Ax-_54AaABAg,@sonomaquina,Que asco de capítulo… perdieron un seguidor suerte 🤮,hace 8 días,0,False
Ugw-o-jqd1ESFVc7T714AaABAg.AUGKGlQ7DwIAUM-uzioQDY,@ElkinJiménez-s2p,No entiendes lo que es  Oviedo es un valde de agua fria a los polarizados. Los zurdos lo llaman facho y la derecha lo tildan de socialista.,hace 6 días,2,False
Ugw-o-jqd1ESFVc7T714AaABAg.AUGKGlQ7DwIAUNsctBPWc6,@miguelquiroga7003,"JAJAJAAJAJAAJAJAJAJ pendejos se dejaron manipular por un video, ajajajaajajaj y salen criticando caracol, con razón el pais esta mal",hace 5 días,0,False
Ugzq0VvZ5NNRfj_Zit54AaABAg.AUGIfF14y6yAULZVUmPimN,@JoseMoreno-dp8es,Yo le voté y lo volveré a votar.,hace 6 días,2,False
Ugzq0VvZ5NNRfj_Zit54AaABAg.AUGIfF14y6yAULNdwAnQp6,@davidmorales8481,"Es algo diferente, lo que pasa es que ustedes no toleran la diferencia.",hace 6 días,0,False
UgwtIVfnnyrSdIVq8014AaABAg,@fernandobass6575,"Gracias por apoyar a Oviedo y toda la derecha, pfff  le estamos pidiendo mucho a unos simples cuenta chistes",hace 8 días,1,False
Ugx44LUkNh1Ugn_qgf94AaABAg,@alanbrito4979,Nooo la politziaaa nooo.... paaarce Juan Daniel se parcho con paloma como vice que gonococo 🤣🤣🤣 y lavaron baños y todo juajuajuajuajua🤣🤣🤣🤣 nooo nea que embale tan hpta 🤣🤣,hace 8 días (editado),0,False
Ugz5bRcxbJ5New2jR2V4AaABAg,@cristianhernandez7981,Que pensaran ahora que le hicieron campaña al vicepresidente de paloma?,hace 8 días,1,False
Ugwc1OpzQf5rr_1QKGh4AaABAg,@nezbenz1712,"si van a usar referencias politicas o frases, por lo menos sea congruente. Porq si uno medio analiza al candidato, trabajó para duque, cuando fue concejal, paseaba por el país, y no cumplía su labor de vigilar la alcaldía de btá y presentar proyectos. Como putas usan la referencia de garzón para promocionar un candidato de uribe.",hace 8 días,0,False
UgysqzbS2c77Hpm-a_B4AaABAg,@santoalex1967,Excelente capítulo e invitado!...,hace 8 días,0,False
UgznD4hhUCMIjvRoem54AaABAg,@WCalderonDJ,"Ahora los ""Chistes"" se convirtieron en campaña política 🤮 
Admiro su trabajo, pero se prestaron para inflar justo un día antes de las votaciones. 
Esto me huele al capítulo de Juanpis con Rodolfo Hernández.",hace 8 días,1,False
Ugw2PnM6cz918LIPfQR4AaABAg,@JohanaBocachica,"Al final pelo el cobre, el que es no deja de ser😢 uribista",hace 8 días,0,False
UgyvrRNlbrCamJT4EXx4AaABAg,@kevinstevencardenasllanos3451,"Que lavada de cara le pagaron a este man, para rematar inician el vídeo con Garzón...",hace 8 días,0,False
UgxY5W0oXlqLn4u3hPd4AaABAg,@Yuly.anabm06,Jajajaj muy claro dijo que el era algo diferente y se unió al uribismo,hace 8 días,0,False
UgxSLjGlEkGYg628Pq54AaABAg,@davidespitia1500,Como la va a cagar ese hpt4 aceptando esa vicepresidencia!!! que tristezaaaaaaa,hace 8 días,0,False
UgydrrJvS8rX52ODBoF4AaABAg,@powerdethmetal,El man me caiga bien hasta que ahora se alió con la gorda paloma .... ahora si a robar tierras,hace 8 días,0,False
UgxSLMxkSe7e2CbJ6mx4AaABAg,@alejandropinzondaza8475,Muy paraco su vicepresidente la verdad jaja,hace 8 días,0,False
Ugw5PZ8Jr6r_Jn5xJgN4AaABAg,@franciscovargas00,"maldito Oviedo vendido de mierda. 
Con ese vídeo nos logró engañar...",hace 8 días,0,False
UgzbJmIxm93a99nCrn54AaABAg,@andresgranados8656,Se voltio la Loka,hace 8 días,0,False
Ugwas-y_LjuwjyPrdJp4AaABAg,@adrianjarid9494,"Pura mierda culo, dice no importarle la politica y aun asi le hace propaganda a uno, que mierda sea serio, por su culpa muchos botaron por ese tibio de mierda
Culo coma mierda, con todo respeto !malparido!",hace 8 días,0,False
UgxZ3zLGqlXRCFY21Oh4AaABAg,@brayancamilobernalospina3799,"Y pensar que por un momento si me creí las palabras de este señor solo para que escogiera al Uribismo, que decepción",hace 8 días,0,False
Ugzqz_yaazWElhabWDV4AaABAg,@Alejandro.Catano,"Parce, que parche oviedo. Por fin vamos a tener gente decente gobernando el país. Ese man es el mejor ejemplo de que el esfuerzo tiene buenos resultados. 🎉🎉",hace 8 días,0,False
UgxBBPWTYRa-7FCHD9l4AaABAg,@Mavitamusik,"Le dieron votos al uribismo con este video, era mejor esperar a ver realmente que cara tienen los politicos",hace 8 días,0,False
Ugyuu0C0zu23jAgpRUt4AaABAg,@erizo4ngel,Es un Polo Polo más gomelo y la gente se lo creyó 😏,hace 8 días,26,False
Ugz8L68psiIVz3-Bzfp4AaABAg,@taupeyak05-qt1zb,"Por la vendidos podcast, utilizar la imagen de Garzón para apoyar un vicepresidente del Uribismo. Debería darles vergüenza",hace 8 días,2,False
Ugyuu0C0zu23jAgpRUt4AaABAg.AUGFc1hYhUGAUIzczVYfcR,@Orangitox,Los petristas son tan brutos que se creen cualquier cosa! JAAHAJAJHAJAJAJ,hace 7 días,1,False
Ugyuu0C0zu23jAgpRUt4AaABAg.AUGFc1hYhUGAUNtIVDNngV,@miguelquiroga7003,"Jajaajajaja gente tan imbecil, se dejan manipular por un programa de comedia y critican caracol, pobre ilusos ajajajaaja",hace 5 días,1,False
Ugyuu0C0zu23jAgpRUt4AaABAg.AUGFc1hYhUGAUJO2IvKFl4,@JuanGonzalez-ct7sl,Pero porque lloras?,hace 7 días,0,False
